name_muni,Name,Population,Medium_Salary,PIB_per_capita,Mesoregion,Microregion,GINI ,Area,Urban_Area,Demographic_Density
Abadia Dos Dourados,"""Abadia Dos Dourados""",6272 ,1.4,21962.98,Triângulo Mineiro/Alto Paranaíba,Patrocínio,0.689,880.461 ,1.41 ,7.12 
Abaeté,"""Abaeté""",22675 ,1.6,23905.96,Central Mineira,Três Marias,0.698,1817.067 ,6.96 ,12.48 
Abre Campo,"""Abre Campo""",13927 ,1.5,16849.29,Zona da Mata,Manhuaçu,0.654,470.551 ,2.47 ,29.60 
Acaiaca,"""Acaiaca""",3909 ,1.6,14536.04,Zona da Mata,Ponte Nova,0.63,101.886 ,0.80 ,38.37 
Açucena,"""Açucena""",8943 ,1.5,14790.41,Vale do Rio Doce,Ipatinga,0.61,815.422 ,2.09 ,10.97 
Água Boa,"""Água Boa""",12589 ,1.6,12792.84,Vale do Rio Doce,Peçanha,0.576,1320.344 ,1.99 ,9.53 
Água Comprida,"""Água Comprida""",2108 ,2.7,80179.75,Triângulo Mineiro/Alto Paranaíba,Uberaba,0.675,492.167 ,1.17 ,4.28 
Aguanil,"""Aguanil""",4357 ,1.6,15825.97,Oeste de Minas,Campo Belo,0.663,232.091 ,1.72 ,18.77 
Águas Formosas,"""Águas Formosas""",18450 ,1.8,13197.5,Vale do Mucuri,Nanuque,0.645,820.079 ,3.16 ,22.50 
Águas Vermelhas,"""Águas Vermelhas""",14037 ,1.4,15777.06,Norte de Minas,Salinas,0.601,1256.607 ,3.65 ,11.17 
Aimorés,"""Aimorés""",25269 ,1.7,22980.65,Vale do Rio Doce,Aimorés,0.684,1348.913 ,5.58 ,18.73 
Aiuruoca,"""Aiuruoca""",6233 ,1.9,18907.82,Sul/Sudoeste de Minas,Andrelândia,0.668,649.680 ,1.29 ,9.59 
Alagoa,"""Alagoa""",2749 ,1.8,17278.61,Sul/Sudoeste de Minas,São Lourenço,0.649,161.356 ,0.53 ,17.04 
Albertina,"""Albertina""",2945 ,2,35219.86,Sul/Sudoeste de Minas,Poços de Caldas,0.673,58.010 ,0.89 ,50.77 
Além Paraíba,"""Além Paraíba""",30717 ,1.6,25413.78,Zona da Mata,Cataguases,0.726,510.250 ,5.85 ,60.20 
Alfenas,"""Alfenas""",78970 ,2.4,33843.71,Sul/Sudoeste de Minas,Alfenas,0.761,850.446 ,18.00 ,92.86 
Alfredo Vasconcelos,"""Alfredo Vasconcelos""",6931 ,1.8,16846.93,Campo das Vertentes,Barbacena,0.675,130.815 ,2.06 ,52.98 
Almenara,"""Almenara""",40364 ,1.7,15014.42,Jequitinhonha,Almenara,0.642,2294.426 ,8.47 ,17.59 
Alpercata,"""Alpercata""",6903 ,1.6,11761.69,Vale do Rio Doce,Governador Valadares,0.646,166.972 ,2.74 ,41.34 
Alpinópolis,"""Alpinópolis""",18300 ,1.8,22563.39,Sul/Sudoeste de Minas,Passos,0.725,460.685 ,4.02 ,39.72 
Alterosa,"""Alterosa""",13915 ,1.6,16697.58,Sul/Sudoeste de Minas,Alfenas,0.668,362.010 ,2.86 ,38.44 
Alto Caparaó,"""Alto Caparaó""",5795 ,1.7,14345.03,Zona da Mata,Manhuaçu,0.661,103.690 ,1.15 ,55.89 
Alto Jequitibá,"""Alto Jequitibá""",8397 ,1.7,13410.81,Zona da Mata,Manhuaçu,0.66,152.272 ,1.79 ,55.14 
Alto Rio Doce,"""Alto Rio Doce""",10891 ,1.7,16495.73,Zona da Mata,Viçosa,0.62,518.053 ,2.37 ,21.02 
Alvarenga,"""Alvarenga""",3973 ,1.7,12676.05,Vale do Rio Doce,Aimorés,0.592,278.175 ,0.70 ,14.28 
Alvinópolis,"""Alvinópolis""",15059 ,1.7,22118.38,Metropolitana de Belo Horizonte,Itabira,0.676,599.443 ,2.81 ,25.12 
Alvorada De Minas,"""Alvorada De Minas""",4159 ,2,16937.26,Metropolitana de Belo Horizonte,Conceição do Mato Dentro,0.572,374.008 ,1.15 ,11.12 
Amparo Do Serra,"""Amparo Do Serra""",4541 ,1.6,10829.79,Zona da Mata,Viçosa,0.641,136.186 ,0.74 ,33.34 
Andradas,"""Andradas""",40548 ,1.8,24564.51,Sul/Sudoeste de Minas,Poços de Caldas,0.734,469.396 ,8.77 ,86.38 
Andrelândia,"""Andrelândia""",11927 ,1.6,20418.04,Sul/Sudoeste de Minas,Andrelândia,0.7,1005.285 ,2.57 ,11.86 
Angelândia,"""Angelândia""",7718 ,1.7,13531.54,Jequitinhonha,Capelinha,0.597,185.211 ,1.53 ,41.67 
Antônio Carlos,"""Antônio Carlos""",11095 ,1.8,17162.33,Campo das Vertentes,Barbacena,0.683,529.915 ,3.47 ,20.94 
Antônio Dias,"""Antônio Dias""",9219 ,1.6,42370.18,Vale do Rio Doce,Ipatinga,0.645,787.061 ,1.58 ,11.71 
Antônio Prado De Minas,"""Antônio Prado De Minas""",1538 ,2,16753.38,Zona da Mata,Muriaé,0.684,83.802 ,0.22 ,18.35 
Araçaí,"""Araçaí""",2181 ,2,24321.01,Metropolitana de Belo Horizonte,Sete Lagoas,0.695,187.538 ,1.23 ,11.63 
Aracitaba,"""Aracitaba""",2049 ,1.9,13382.42,Zona da Mata,Juiz de Fora,0.661,106.608 ,0.42 ,19.22 
Araçuaí,"""Araçuaí""",34297 ,1.6,13441.04,Jequitinhonha,Araçuaí,0.663,2236.279 ,8.68 ,15.34 
Araguari,"""Araguari""",117808 ,2.1,50308.19,Triângulo Mineiro/Alto Paranaíba,Uberlândia,0.773,2729.777 ,34.82 ,43.16 
Arantina,"""Arantina""",2915 ,1.6,24497.97,Sul/Sudoeste de Minas,Andrelândia,0.697,89.420 ,1.18 ,32.60 
Araponga,"""Araponga""",8048 ,1.8,11376.31,Zona da Mata,Viçosa,0.536,303.793 ,1.04 ,26.49 
Araporã,"""Araporã""",8479 ,2.9,210970.72,Triângulo Mineiro/Alto Paranaíba,Uberlândia,0.708,294.354 ,2.66 ,28.81 
Arapuá,"""Arapuá""",2631 ,2.1,56790.19,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,0.724,173.894 ,0.57 ,15.13 
Araújos,"""Araújos""",9199 ,1.5,39780.96,Central Mineira,Bom Despacho,0.698,245.522 ,2.33 ,37.47 
Araxá,"""Araxá""",111691 ,2.6,56776.64,Triângulo Mineiro/Alto Paranaíba,Araxá,0.772,1164.062 ,32.11 ,95.95 
Arceburgo,"""Arceburgo""",9177 ,1.9,29424.62,Sul/Sudoeste de Minas,São Sebastião do Paraíso,0.683,162.875 ,2.59 ,56.34 
Arcos,"""Arcos""",41417 ,2,37766.76,Oeste de Minas,Formiga,0.749,509.873 ,12.58 ,81.23 
Areado,"""Areado""",13881 ,1.8,16636.21,Sul/Sudoeste de Minas,Alfenas,0.727,283.124 ,3.37 ,49.03 
Argirita,"""Argirita""",2688 ,1.7,13579.76,Zona da Mata,Cataguases,0.643,159.378 ,0.59 ,16.87 
Aricanduva,"""Aricanduva""",4719 ,1.6,11511.89,Jequitinhonha,Capelinha,0.582,243.329 ,0.81 ,19.39 
Arinos,"""Arinos""",17272 ,1.7,15691.27,Noroeste de Minas,Unaí,0.656,5279.419 ,4.62 ,3.27 
Astolfo Dutra,"""Astolfo Dutra""",14138 ,1.4,19103.71,Zona da Mata,Ubá,0.694,158.891 ,3.59 ,88.98 
Ataléia,"""Ataléia""",13736 ,1.8,14578.14,Vale do Mucuri,Teófilo Otoni,0.588,1836.925 ,2.20 ,7.48 
Augusto De Lima,"""Augusto De Lima""",4538 ,1.8,13756.26,Central Mineira,Curvelo,0.656,1254.832 ,2.06 ,3.62 
Baependi,"""Baependi""",18366 ,1.7,16944.94,Sul/Sudoeste de Minas,São Lourenço,0.681,750.554 ,3.87 ,24.47 
Baldim,"""Baldim""",7492 ,1.8,20885.71,Metropolitana de Belo Horizonte,Sete Lagoas,0.671,556.266 ,3.27 ,13.47 
Bambuí,"""Bambuí""",23546 ,1.8,27101.66,Oeste de Minas,Piuí,0.741,1455.819 ,6.61 ,16.17 
Bandeira,"""Bandeira""",4741 ,1.7,10773.29,Jequitinhonha,Almenara,0.599,483.789 ,0.55 ,9.80 
Bandeira Do Sul,"""Bandeira Do Sul""",5943 ,1.7,13691.54,Sul/Sudoeste de Minas,Poços de Caldas,0.692,47.266 ,1.72 ,125.74 
Barão De Cocais,"""Barão De Cocais""",30778 ,2.3,33262,Metropolitana de Belo Horizonte,Itabira,0.722,340.140 ,8.38 ,90.49 
Barão De Monte Alto,"""Barão De Monte Alto""",4964 ,1.6,10686.4,Zona da Mata,Muriaé,0.649,198.313 ,1.34 ,25.03 
Barbacena,"""Barbacena""",125317 ,2.1,22976.86,Campo das Vertentes,Barbacena,0.769,759.186 ,28.63 ,165.07 
Barra Longa,"""Barra Longa""",5666 ,1.9,14322.27,Zona da Mata,Ponte Nova,0.624,383.628 ,1.39 ,14.77 
Barroso,"""Barroso""",20080 ,1.8,23555.61,Campo das Vertentes,Barbacena,0.734,82.070 ,6.22 ,244.67 
Bela Vista De Minas,"""Bela Vista De Minas""",10167 ,2.5,31152.83,Metropolitana de Belo Horizonte,Itabira,0.674,109.143 ,1.95 ,93.15 
Belmiro Braga,"""Belmiro Braga""",3244 ,1.8,17009.27,Zona da Mata,Juiz de Fora,0.66,393.086 ,0.85 ,8.25 
Belo Horizonte,"""Belo Horizonte""",2315560 ,3.4,38670.4,Metropolitana de Belo Horizonte,Belo Horizonte,0.81,331.354 ,274.04 ,6988.18 
Belo Oriente,"""Belo Oriente""",23928 ,2.6,69522.13,Vale do Rio Doce,Ipatinga,0.686,334.909 ,6.71 ,71.45 
Belo Vale,"""Belo Vale""",8627 ,1.9,27060.74,Metropolitana de Belo Horizonte,Itaguara,0.655,365.923 ,2.46 ,23.58 
Berilo,"""Berilo""",9826 ,1.6,8941.69,Jequitinhonha,Capelinha,0.628,587.106 ,2.49 ,16.74 
Berizal,"""Berizal""",4201 ,1.4,11399.58,Norte de Minas,Salinas,0.604,488.756 ,0.87 ,8.60 
Bertópolis,"""Bertópolis""",4451 ,1.4,9959.38,Vale do Mucuri,Nanuque,0.594,427.803 ,0.76 ,10.40 
Betim,"""Betim""",411859 ,3,58871.28,Metropolitana de Belo Horizonte,Belo Horizonte,0.749,344.062 ,92.02 ,1197.05 
Bias Fortes,"""Bias Fortes""",3361 ,1.6,11029.45,Zona da Mata,Juiz de Fora,0.62,283.535 ,0.59 ,11.85 
Bicas,"""Bicas""",13978 ,1.3,18972.16,Zona da Mata,Juiz de Fora,0.744,140.082 ,3.51 ,99.78 
Biquinhas,"""Biquinhas""",2383 ,1.9,20867.47,Central Mineira,Três Marias,0.688,458.948 ,0.98 ,5.19 
Boa Esperança,"""Boa Esperança""",39848 ,1.8,23022.21,Sul/Sudoeste de Minas,Varginha,0.704,860.669 ,7.64 ,46.30 
Bocaina De Minas,"""Bocaina De Minas""",5348 ,1.5,13592.61,Sul/Sudoeste de Minas,Andrelândia,0.645,503.770 ,1.83 ,10.62 
Bocaiúva,"""Bocaiuva""",48032 ,1.6,20915.84,Norte de Minas,Bocaiúva,0.7,3206.757 ,10.63 ,14.98 
Bom Despacho,"""Bom Despacho""",51737 ,1.8,28324.99,Central Mineira,Bom Despacho,0.75,1213.546 ,17.59 ,42.63 
Bom Jardim De Minas,"""Bom Jardim De Minas""",6783 ,1.6,18572.09,Sul/Sudoeste de Minas,Andrelândia,0.673,412.021 ,1.90 ,16.46 
Bom Jesus Da Penha,"""Bom Jesus Da Penha""",4474 ,2,37481.11,Sul/Sudoeste de Minas,Passos,0.735,208.349 ,1.04 ,21.47 
Bom Jesus Do Amparo,"""Bom Jesus Do Amparo""",5631 ,1.4,23378.76,Metropolitana de Belo Horizonte,Itabira,0.683,195.611 ,3.31 ,28.79 
Bom Jesus Do Galho,"""Bom Jesus Do Galho""",14537 ,1.6,10898.87,Vale do Rio Doce,Caratinga,0.623,592.289 ,3.00 ,24.54 
Bom Repouso,"""Bom Repouso""",12649 ,1.8,13699.84,Sul/Sudoeste de Minas,Pouso Alegre,0.653,229.845 ,1.72 ,55.03 
Bom Sucesso,"""Bom Sucesso""",17151 ,1.7,21414,Oeste de Minas,Oliveira,0.692,705.046 ,4.07 ,24.33 
Bonfim,"""Bonfim""",7434 ,1.6,16278.88,Metropolitana de Belo Horizonte,Itaguara,0.637,301.865 ,2.95 ,24.63 
Bonfinópolis De Minas,"""Bonfinópolis De Minas""",5528 ,1.9,50785.65,Noroeste de Minas,Unaí,0.678,1850.487 ,1.46 ,2.99 
Bonito De Minas,"""Bonito De Minas""",10204 ,1.8,8001.93,Norte de Minas,Januária,0.537,3936.455 ,1.50 ,2.59 
Borda Da Mata,"""Borda Da Mata""",17404 ,1.6,17404.31,Sul/Sudoeste de Minas,Pouso Alegre,0.73,301.108 ,4.53 ,57.80 
Botelhos,"""Botelhos""",14828 ,1.8,18275.11,Sul/Sudoeste de Minas,Poços de Caldas,0.702,334.089 ,3.55 ,44.38 
Botumirim,"""Botumirim""",5790 ,1.5,9638.98,Norte de Minas,Grão Mogol,0.602,1568.884 ,1.35 ,3.69 
Brás Pires,"""Brás Pires""",4260 ,1.4,10442.36,Zona da Mata,Viçosa,0.625,223.351 ,1.13 ,19.07 
Brasilândia De Minas,"""Brasilândia De Minas""",15020 ,1.9,23051.81,Noroeste de Minas,Paracatu,0.674,2509.694 ,5.50 ,5.98 
Brasília De Minas,"""Brasília De Minas""",32025 ,1.8,11029.18,Norte de Minas,Montes Claros,0.656,1399.484 ,7.14 ,22.88 
Brazópolis,"""Brazópolis""",14246 ,1.6,12824.27,Sul/Sudoeste de Minas,Itajubá,0.692,367.688 ,3.29 ,38.74 
Braúnas,"""Braúnas""",4441 ,1.9,42615.85,Vale do Rio Doce,Guanhães,0.624,378.318 ,0.71 ,11.74 
Brumadinho,"""Brumadinho""",38915 ,2.3,57064.24,Metropolitana de Belo Horizonte,Belo Horizonte,0.747,639.434 ,23.02 ,60.86 
Bueno Brandão,"""Bueno Brandão""",10911 ,1.8,16573.45,Sul/Sudoeste de Minas,Pouso Alegre,0.658,356.150 ,1.45 ,30.64 
Buenópolis,"""Buenópolis""",9150 ,1.6,12763.9,Central Mineira,Curvelo,0.669,1599.881 ,2.27 ,5.72 
Bugre,"""Bugre""",4041 ,1.5,10571.82,Vale do Rio Doce,Caratinga,0.627,161.491 ,0.92 ,25.02 
Buritis,"""Buritis""",24034 ,2.1,38041.06,Noroeste de Minas,Unaí,0.672,5225.186 ,6.66 ,4.60 
Buritizeiro,"""Buritizeiro""",23910 ,1.7,21029.28,Norte de Minas,Pirapora,0.624,7218.401 ,8.32 ,3.31 
Cabeceira Grande,"""Cabeceira Grande""",6627 ,2.2,55628.4,Noroeste de Minas,Unaí,0.648,1033.055 ,2.62 ,6.41 
Cabo Verde,"""Cabo Verde""",11410 ,1.9,18243.59,Sul/Sudoeste de Minas,São Sebastião do Paraíso,0.674,368.206 ,2.02 ,30.99 
Cachoeira Da Prata,"""Cachoeira Da Prata""",3693 ,1.5,13669.94,Metropolitana de Belo Horizonte,Sete Lagoas,0.741,61.381 ,1.65 ,60.17 
Cachoeira De Minas,"""Cachoeira De Minas""",11884 ,1.7,33682.4,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,0.706,304.243 ,2.34 ,39.06 
Cachoeira De Pajeú,"""Cachoeira De Pajeú""",9110 ,1.7,12872.1,Jequitinhonha,Pedra Azul,0.578,695.672 ,1.95 ,13.10 
Cachoeira Dourada,"""Cachoeira Dourada""",2315 ,2.5,38193.51,Triângulo Mineiro/Alto Paranaíba,Ituiutaba,0.726,203.070 ,0.62 ,11.40 
Caetanópolis,"""Caetanópolis""",11435 ,1.5,22894.35,Metropolitana de Belo Horizonte,Sete Lagoas,0.706,156.039 ,8.36 ,73.28 
Caeté,"""Caeté""",38776 ,1.9,20233.61,Metropolitana de Belo Horizonte,Belo Horizonte,0.728,542.531 ,12.00 ,71.47 
Caiana,"""Caiana""",5304 ,1.6,20435.49,Zona da Mata,Muriaé,0.633,106.465 ,0.70 ,49.82 
Cajuri,"""Cajuri""",4088 ,1.7,23518.73,Zona da Mata,Viçosa,0.617,83.038 ,1.37 ,49.23 
Caldas,"""Caldas""",14217 ,2.4,18427.97,Sul/Sudoeste de Minas,Poços de Caldas,0.687,711.414 ,5.08 ,19.98 
Camacho,"""Camacho""",2838 ,2,16915.13,Oeste de Minas,Formiga,0.69,223.001 ,0.49 ,12.73 
Camanducaia,"""Camanducaia""",26097 ,1.8,34392.09,Sul/Sudoeste de Minas,Pouso Alegre,0.689,528.688 ,9.46 ,49.36 
Cambuí,"""Cambuí""",29536 ,1.9,61061.97,Sul/Sudoeste de Minas,Pouso Alegre,0.751,244.567 ,6.94 ,120.77 
Cambuquira,"""Cambuquira""",12313 ,1.6,25379.18,Sul/Sudoeste de Minas,São Lourenço,0.699,246.380 ,3.61 ,49.98 
Campanário,"""Campanário""",2923 ,1.5,13060.69,Vale do Rio Doce,Governador Valadares,0.616,442.398 ,0.83 ,6.61 
Campanha,"""Campanha""",15935 ,1.6,22573.66,Sul/Sudoeste de Minas,Varginha,0.709,335.587 ,4.03 ,47.48 
Campestre,"""Campestre""",20696 ,2.2,19791.76,Sul/Sudoeste de Minas,Poços de Caldas,0.698,577.843 ,3.74 ,35.82 
Campina Verde,"""Campina Verde""",18011 ,1.7,23504.63,Triângulo Mineiro/Alto Paranaíba,Frutal,0.704,3650.749 ,5.72 ,4.93 
Campo Azul,"""Campo Azul""",3714 ,1.5,10126.04,Norte de Minas,Montes Claros,0.621,505.914 ,0.70 ,7.34 
Campo Belo,"""Campo Belo""",52277 ,1.6,20640.44,Oeste de Minas,Campo Belo,0.711,528.225 ,12.49 ,98.97 
Campo Do Meio,"""Campo Do Meio""",11377 ,1.6,15701.46,Sul/Sudoeste de Minas,Varginha,0.683,275.426 ,1.64 ,41.31 
Campo Florido,"""Campo Florido""",8466 ,2.7,79067.52,Triângulo Mineiro/Alto Paranaíba,Uberaba,0.706,1264.245 ,1.95 ,6.70 
Campos Altos,"""Campos Altos""",12979 ,1.9,23876,Triângulo Mineiro/Alto Paranaíba,Araxá,0.702,710.645 ,3.14 ,18.26 
Campos Gerais,"""Campos Gerais""",26105 ,1.8,22014.41,Sul/Sudoeste de Minas,Varginha,0.682,769.504 ,4.35 ,33.92 
Cana Verde,"""Cana Verde""",5272 ,1.6,12622.75,Oeste de Minas,Campo Belo,0.65,212.721 ,1.26 ,24.78 
Canaã,"""Canaã""",4715 ,1.6,15681.05,Zona da Mata,Viçosa,0.649,174.900 ,0.85 ,26.96 
Canápolis,"""Canápolis""",10608 ,2.1,45526.66,Triângulo Mineiro/Alto Paranaíba,Uberlândia,0.722,843.599 ,2.26 ,12.57 
Candeias,"""Candeias""",14001 ,1.5,20129,Oeste de Minas,Campo Belo,0.678,720.512 ,3.02 ,19.43 
Cantagalo,"""Cantagalo""",3974 ,1.6,11102.88,Vale do Rio Doce,Peçanha,0.631,141.855 ,1.19 ,28.01 
Caparaó,"""Caparaó""",5048 ,1.6,16602.82,Zona da Mata,Manhuaçu,0.624,130.694 ,0.71 ,38.62 
Capela Nova,"""Capela Nova""",4362 ,1.6,12214.38,Campo das Vertentes,Barbacena,0.648,111.073 ,0.77 ,39.27 
Capelinha,"""Capelinha""",39624 ,1.6,19336.2,Jequitinhonha,Capelinha,0.653,965.292 ,8.08 ,41.05 
Capetinga,"""Capetinga""",6562 ,1.5,23544.44,Sul/Sudoeste de Minas,Passos,0.675,297.937 ,1.48 ,22.02 
Capim Branco,"""Capim Branco""",10663 ,1.5,9903.79,Metropolitana de Belo Horizonte,Sete Lagoas,0.695,95.333 ,6.04 ,111.85 
Capinópolis,"""Capinópolis""",14655 ,1.9,31609.18,Triângulo Mineiro/Alto Paranaíba,Ituiutaba,0.723,620.716 ,3.87 ,23.61 
Capitão Andrade,"""Capitão Andrade""",4585 ,1.5,10068.56,Vale do Rio Doce,Governador Valadares,0.624,279.088 ,1.34 ,16.43 
Capitão Enéas,"""Capitão Enéas""",14108 ,1.6,23564.85,Norte de Minas,Montes Claros,0.639,971.576 ,3.61 ,14.52 
Capitólio,"""Capitólio""",10380 ,1.8,33046.19,Sul/Sudoeste de Minas,Passos,0.71,521.802 ,5.96 ,19.89 
Caputira,"""Caputira""",8936 ,1.5,11560.05,Zona da Mata,Manhuaçu,0.615,187.704 ,0.92 ,47.61 
Caraí,"""Caraí""",19548 ,1.6,8149.93,Jequitinhonha,Araçuaí,0.558,1242.345 ,3.35 ,15.73 
Caranaíba,"""Caranaíba""",2933 ,1.9,11619.52,Campo das Vertentes,Barbacena,0.634,159.950 ,0.70 ,18.34 
Carandaí,"""Carandaí""",23812 ,1.9,26776.19,Campo das Vertentes,Barbacena,0.697,487.280 ,6.69 ,48.87 
Carangola,"""Carangola""",31240 ,1.6,17880.37,Zona da Mata,Muriaé,0.695,353.404 ,5.45 ,88.40 
Caratinga,"""Caratinga""",87360 ,1.8,21758.52,Vale do Rio Doce,Caratinga,0.706,1258.479 ,17.09 ,69.42 
Carbonita,"""Carbonita""",8512 ,1.5,20461.19,Jequitinhonha,Capelinha,0.638,1456.095 ,2.54 ,5.85 
Careaçu,"""Careaçu""",6816 ,1.7,21978.05,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,0.683,181.009 ,1.57 ,37.66 
Carlos Chagas,"""Carlos Chagas""",18615 ,1.9,25335.65,Vale do Mucuri,Nanuque,0.648,3202.984 ,3.06 ,5.81 
Carmésia,"""Carmésia""",2605 ,1.6,13128.47,Vale do Rio Doce,Guanhães,0.65,259.103 ,0.80 ,10.05 
Carmo Da Cachoeira,"""Carmo Da Cachoeira""",11547 ,2.4,20403.62,Sul/Sudoeste de Minas,Varginha,0.655,506.333 ,2.42 ,22.81 
Carmo Da Mata,"""Carmo Da Mata""",11019 ,1.8,16506.52,Oeste de Minas,Oliveira,0.689,357.178 ,2.32 ,30.85 
Carmo De Minas,"""Carmo De Minas""",13797 ,1.9,14597.15,Sul/Sudoeste de Minas,São Lourenço,0.682,322.285 ,2.45 ,42.81 
Carmo Do Cajuru,"""Carmo Do Cajuru""",23479 ,1.9,22805.68,Oeste de Minas,Divinópolis,0.71,455.808 ,8.00 ,51.51 
Carmo Do Paranaíba,"""Carmo Do Paranaíba""",29011 ,2.1,28270.26,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,0.705,1307.862 ,6.49 ,22.18 
Carmo Do Rio Claro,"""Carmo Do Rio Claro""",20954 ,1.9,27371.42,Sul/Sudoeste de Minas,Alfenas,0.733,1065.685 ,4.20 ,19.66 
Carmópolis De Minas,"""Carmópolis De Minas""",17878 ,1.7,20867.71,Oeste de Minas,Oliveira,0.7,400.010 ,4.42 ,44.69 
Carneirinho,"""Carneirinho""",9422 ,2.4,37159.61,Triângulo Mineiro/Alto Paranaíba,Frutal,0.741,2063.462 ,3.38 ,4.57 
Carrancas,"""Carrancas""",4049 ,1.7,27711.13,Campo das Vertentes,Lavras,0.725,727.894 ,1.13 ,5.56 
Carvalhópolis,"""Carvalhópolis""",3341 ,1.9,16356.64,Sul/Sudoeste de Minas,Alfenas,0.724,81.101 ,0.64 ,41.20 
Carvalhos,"""Carvalhos""",4422 ,1.9,15680.51,Sul/Sudoeste de Minas,Andrelândia,0.646,282.254 ,1.10 ,15.67 
Casa Grande,"""Casa Grande""",2214 ,1.8,24587.32,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,0.652,157.727 ,0.85 ,14.04 
Cascalho Rico,"""Cascalho Rico""",2712 ,1.6,22005.97,Triângulo Mineiro/Alto Paranaíba,Uberlândia,0.721,367.308 ,0.76 ,7.38 
Cássia,"""Cássia""",17155 ,1.9,21804.94,Sul/Sudoeste de Minas,Passos,0.704,665.802 ,5.44 ,25.77 
Cataguases,"""Cataguases""",66261 ,2,20473.59,Zona da Mata,Cataguases,0.751,491.767 ,14.34 ,134.74 
Catas Altas,"""Catas Altas Da Noruega""",5473 ,2.3,201806.62,Metropolitana de Belo Horizonte,Itabira,0.684,240.042 ,1.81 ,22.80 
Catas Altas Da Noruega,"""Catas Altas""",3110 ,1.2,10235.87,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,0.6,141.622 ,0.82 ,21.96 
Catuji,"""Catuji""",7030 ,1.5,11049.76,Vale do Mucuri,Teófilo Otoni,0.54,419.380 ,1.67 ,16.76 
Catuti,"""Catuti""",4739 ,1.6,10174.7,Norte de Minas,Janaúba,0.621,287.812 ,0.91 ,16.47 
Caxambu,"""Caxambu""",21056 ,1.6,16403.46,Sul/Sudoeste de Minas,São Lourenço,0.743,100.483 ,5.48 ,209.55 
Cedro Do Abaeté,"""Cedro Do Abaeté""",1081 ,1.9,19129.38,Central Mineira,Três Marias,0.678,283.211 ,0.52 ,3.82 
Central De Minas,"""Central De Minas""",6171 ,1.4,11579.33,Vale do Rio Doce,Mantena,0.665,204.328 ,1.90 ,30.20 
Centralina,"""Centralina""",10207 ,1.8,29526.87,Triângulo Mineiro/Alto Paranaíba,Uberlândia,0.678,322.385 ,2.84 ,31.66 
Chácara,"""Chácara""",3075 ,1.8,13717.99,Zona da Mata,Juiz de Fora,0.664,152.807 ,2.09 ,20.12 
Chalé,"""Chalé""",6075 ,1.5,14717.29,Zona da Mata,Manhuaçu,0.655,212.674 ,0.80 ,28.56 
Chapada Do Norte,"""Chapada Do Norte""",10337 ,1.5,6802.96,Jequitinhonha,Capelinha,0.598,830.833 ,2.19 ,12.44 
Chapada Gaúcha,"""Chapada Gaúcha""",12355 ,1.9,21114.78,Norte de Minas,Januária,0.635,3255.189 ,3.06 ,3.80 
Chiador,"""Chiador""",2800 ,1.6,14227.27,Zona da Mata,Juiz de Fora,0.711,252.852 ,0.73 ,11.07 
Cipotânea,"""Cipotânea""",5581 ,1.6,9126.7,Zona da Mata,Viçosa,0.579,153.479 ,1.10 ,36.36 
Claraval,"""Claraval""",4658 ,1.8,31710.19,Sul/Sudoeste de Minas,Passos,0.698,227.627 ,0.69 ,20.46 
Claro Dos Poções,"""Claro Dos Poções""",7166 ,1.5,10097.83,Norte de Minas,Montes Claros,0.67,720.424 ,1.97 ,9.95 
Cláudio,"""Cláudio""",30159 ,1.8,28055.65,Oeste de Minas,Divinópolis,0.709,630.706 ,8.05 ,47.82 
Coimbra,"""Coimbra""",7117 ,1.8,16049.33,Zona da Mata,Viçosa,0.669,106.875 ,2.45 ,66.59 
Coluna,"""Coluna""",8163 ,1.6,11864.54,Vale do Rio Doce,Guanhães,0.583,348.492 ,1.25 ,23.42 
Comendador Gomes,"""Comendador Gomes""",2773 ,1.8,42777.96,Triângulo Mineiro/Alto Paranaíba,Frutal,0.697,1041.047 ,0.62 ,2.66 
Comercinho,"""Comercinho""",6660 ,1.7,8606.54,Jequitinhonha,Pedra Azul,0.593,654.961 ,0.98 ,10.17 
Conceição Da Aparecida,"""Conceição Da Aparecida""",10371 ,2.1,20554.01,Sul/Sudoeste de Minas,Alfenas,0.691,352.521 ,1.81 ,29.42 
Conceição Da Barra De Minas,"""Conceição Da Barra De Minas""",3560 ,1.9,15068.92,Campo das Vertentes,São João Del Rei,0.685,273.014 ,0.80 ,13.04 
Conceição Das Alagoas,"""Conceição Das Alagoas""",28381 ,2.3,40562.78,Triângulo Mineiro/Alto Paranaíba,Uberaba,0.712,1340.250 ,5.69 ,21.18 
Conceição Das Pedras,"""Conceição Das Pedras""",2772 ,1.9,17104.61,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,0.668,102.206 ,0.63 ,27.12 
Conceição De Ipanema,"""Conceição De Ipanema""",4409 ,1.6,13563.91,Vale do Rio Doce,Aimorés,0.676,253.935 ,0.65 ,17.36 
